source,target,weight
coronavirus,usa,1
coronavirus,yemen,1
coronavirusbd,bangladesh,1
coronavirusbd,covid,1
coronaviruscrisis,covid19,1
coronaviruscrisis,world,1
coronavirusinindia,covid19,1
coronavirusinindia,covid_19,1
coronavirusinindia,local,1
coronavirusinindia,poor_people,1
coronavirusinindia,poverty,1
coronavirusinpakistan,coronavirususa,1
coronavirusinpakistan,covid_19,1
coronavirusoutbreak,coronavirus,1
coronavirusoutbreak,coronavirusindia,1
coronavirusoutbreak,coronaviruspandemic,1
coronavirusoutbreak,lockdown,1
coronavirusoutbreak,slnavy,1
coronaviruspandemic,coronavirusoutbreak,1
coronavirusupdate,coronavirus,1
coronavirusupdate,covidー19,1
coronavirusupdate,fightcovid19,1
coronavirusupdates,ajmer,1
coronavirusupdates,amritsar,1
coronavirusupdates,chennai,1
coronavirusupdates,covid_19,1
coronavirusupdates,jaipur,1
coronavirusupdates,jodhpur,1
coronavirusupdates,nagaur,1
coronavirusupdates,rajasthan,1
coronawarrior,constable,1
coronawarrior,coronavirus,1
coronawarriors,covid,1
covid,afghanistan,2
covid,bangladesh,1
covid,chennai,1
covid,corona,4
covid,covid19,1
covid,covid_19,6
covid,covid_19india,1
covid,covid__19,1
covid,covidsafe,1
covid,demography,1
covid,disruption,1
covid,goalpara,1
covid,indiafightagainstcoronavirus,1
covid,kabul,1
covid,koyambedumarket,1
covid,lockdown,1
covid,lockdownhustle,1
covid,loeycon,1
covid,manufacturing,1
covid,mayday,1
covid,noto12hrs,1
covid,order66,1
covid,ppe,1
covid,quarantine,1
covid,ramadan,1
covid,redzones,1
covid,relief,1
covid,stopcoronavirus,1
covid19,aarogyasetuapp,1
covid19,ahmedabad,1
covid19,aid,1
covid19,andhrapradesh,1
covid19,bangladesh,1
covid19,bellwether,1
covid19,bollywood,1
covid19,cautionyespanicno,1
covid19,coronaupdatesindia,1
covid19,coronavirus,8
covid19,coronavirusindia,1
covid19,coronavirusoutbreak,5
covid19,coronaviruspandemic,2
covid19,covid19india,1
covid19,covid2019india,1
covid19,covid_19,3
covid19,covid__19,1
covid19,covidー19,1
covid19,dashboard,1
covid19,dharavi,1
covid19,digitalmarketing,1
covid19,elearning,1
covid19,essar,1
covid19,eveningnews,1
covid19,gajapati,1
covid19,goc,1
covid19,goi,1
covid19,healthcare,1
covid19,india,1
covid19,indiafightscorona,2
covid19,indiafightscoronavirus,1
covid19,indianrailways,1
covid19,learning,1
covid19,leavenoonebehind,1
covid19,lms,1
covid19,mco,1
covid19,odisha,3
covid19,pakistan,1
covid19,pandemic,1
covid19,phase4,1
covid19,ppes,1
covid19,qatar,1
covid19,slnavy,1
covid19,stayathome,1
covid19,travelhistory,1
covid19,world,1
covid19chennai,chennai,4
covid19chennai,chennaicorporation,3
covid19chennai,gcc,4
covid19emergencyreliefordinance,cero,1
covid19ilemücadele,fightingcovid19,1
covid19india,corona,1
covid19iniran,covid_19,1
covid19kerala,covid19,1
covid19pandemic,bihar,1
covid19pandemic,biharhealthdept,1
covid19pandemic,covid_19,3
covid19pandemic,dignitydrive,3
covid19pandemic,emergenciasanitaria,3
covid19pandemic,emergencyalert,3
covid19pandemic,nitishkumar,1
covid19sl,srilanka,1
covid2019,corona,1
covid_19,afghanistan,1
covid_19,ai,1
covid_19,ajmer,1
covid_19,andhrapradesh,1
covid_19,apdeservesbetter,1
covid_19,apinunsafehands,1
covid_19,armenia,1
covid_19,arunachalpradesh,1
covid_19,balochistan,1
covid_19,chc,1
covid_19,chinesevirus,1
covid_19,circuitbreaker,1
covid_19,cm,1
covid_19,corona,5
covid_19,coronadatavirus,1
covid_19,coronainpakistan,1
covid_19,coronavirua,1
covid_19,coronavirus,8
covid_19,coronavirusindia,1
covid_19,coronavirusinindia,1
covid_19,coronaviruspakistan,2
covid_19,coronaviruspandemic,2
covid_19,coronavirustruth,1
covid_19,coronavirusupdate,1
covid_19,covid,1
covid_19,covid19,1
covid_19,covid19outbreak,1
covid_19,covid19sl,1
covid_19,covid2019,1
covid_19,covidsafe,1
covid_19,covidー19,1
covid_19,crisis,1
covid_19,csr,1
covid_19,cybersecurity,1
covid_19,delhi,1
covid_19,digitalmarketing,1
covid_19,dignitydrive,3
covid_19,disinfectant,1
covid_19,doctors,1
covid_19,docusign,1
covid_19,donate,1
covid_19,donation,1
covid_19,drinkingalcohol,1
covid_19,emergenciasanitaria,3
covid_19,emergency,1
covid_19,emergencyalert,3
covid_19,family,1
covid_19,fedgovt,1
covid_19,fightcovid19,1
covid_19,fintech,1
covid_19,gujarat,1
covid_19,happiness,1
covid_19,happyfriday,1
covid_19,india,4
covid_19,indiafightscorona,3
covid_19,indiafightscoronavirus,1
covid_19,investinnpakisan,1
covid_19,jaipur,2
covid_19,jodhpur,2
covid_19,karnataka,1
covid_19,kerala,1
covid_19,kilpauk,1
covid_19,kimjongun,1
covid_19,liquorshops,1
covid_19,local,1
covid_19,lockdown,2
covid_19,lockdown21,1
covid_19,lockdown3,1
covid_19,lockdownextention,2
covid_19,lockdownhustle,1
covid_19,lockdownindia,3
covid_19,loeycon,1
covid_19,maharashtra,1
covid_19,mayday,2
covid_19,medtwitter,1
covid_19,nagaur,1
covid_19,nashikpolice,1
covid_19,noto12hrs,1
covid_19,order66,1
covid_19,orthodox,1
covid_19,pakistan,1
covid_19,pandemic,1
covid_19,peoplepower,1
covid_19,photography,1
covid_19,photooftheday,1
covid_19,photosofmylife,1
covid_19,poor_people,1
covid_19,poverty,1
covid_19,prashantsawant,1
covid_19,pressconference,1
covid_19,pubgmobile,1
covid_19,quarantinelife,1
covid_19,rajasthan,2
covid_19,ramadan,1
covid_19,ramadankareem,2
covid_19,redzones,1
covid_19,relief,1
covid_19,responsibility,1
covid_19,rggh,1
covid_19,sdgs,1
covid_19,servingthenation,1
covid_19,sindh,2
covid_19,sindhhealth,2
covid_19,smazvlogs,1
covid_19,socialdistancing,1
covid_19,srilanka,1
covid_19,stanley,1
covid_19,stayathome,1
covid_19,stayhome,3
covid_19,stayhomesavelives,2
covid_19,stayhomestaysafe,2
covid_19,staysafe,1
covid_19,stevemnuchin,1
covid_19,tamilnadu,2
covid_19,teamsareaamibdsouth,1
covid_19,telangana,1
covid_19,telugu,1
covid_19,trump,1
covid_19,who,1
covid_19,wuhanvirus,1
covid_19,رمضان_مبارك,1
covid_19india,covid_19,1
covid__19,coronavirusinindia,1
covid__19,covidindia,1
covid__19,covidー19,1
covid__19,delhi,1
covid__19,dristipat,1
covid__19,hindutva,1
covid__19,innovation,1
covid__19,kenya,1
covid__19,lockdown,1
covid__19,lockdown3,1
covid__19,namura,1
covid__19,restrictions,1
covid__19,safehands,1
covid__19,statekilledarifwazir,1
covid__19,vijaysankalp,1
covidcampatskmch,skmch,1
covidsafe,corona,1
covidsafe,lockdown,1
covidsafe,lockdownhustle,1
covidupdate,fcm,1
covidー19,aaj_tak,1
covidー19,coronaupdatesindia,1
covidー19,covid19,2
covidー19,covid_19,1
covidー19,covid__19,1
covidー19,indiafightscorona,2
covidー19,madhubani,1
covidー19,motivational,1
covidー19,pmmodi,1
covidー19,pmonabp,1
covidー19,song,1
covidー19,vaccines,1
covidー19,zeenews,1
creativity,covidー19,1
csr,donation,1
csr,india,1
csr,karnataka,1
cyberattacks,qacycle,1
cybersecurity,coronavirus,1
cybersecurity,cyberthreat,1
cyprus,covid_19,1
daraentry,internetresearch,1
daraentry,virtualassistant,1
dashboard,covid2019india,1
delhi,covid_19,1
delhi,covid__19,1
delhibjp,kejriwal,1
delhibjp,rameshbidhuri,1
demonetization,bankersunited,1
derasachasauda,servingthenation,1
deserted,ramadan,1
dhpodcast,pandemicpodcast,1
dinner,dominos,1
disabilities,covid19,1
dmx,covid_19,1
dmx,flattenthecurve,1
dmx,hiphopspeakz,1
dmx,ruffryders,1
dmx,staysafe,1
doctor,apocalypse,1
doctor,covid_19,1
doctors,covid,1
doctors,csr,1
doctors,donation,1
doctors,india,1
doctors,karnataka,1
doctors,nurses,1
doctors,paramedics,1
doctors,ppe,1
donaldtrump,coronavacccine,1
donaldtrump,coronavirus,1
donaldtrump,covid_19,1
donaldtrump,usa,1
donate,csr,1
donate,doctors,1
donate,donation,1
donate,india,1
donate,karnataka,1
dorscon,pandemic,1
drone,covid_19,1
drone,nashik,1
drone,nashikpolice,1
drones,covid19,2
e4mwebinar,topic,1
economy,ai,1
economy,covid_19,1
economy,fintech,1
economy,health,1
education,backtoschool,1
education,covid,1
education,learning,1
education,schools,1
education,students,1
education,sundaythoughts,1
education,teachers,1
emergenciasanitaria,dignitydrive,3
emergenciasanitaria,emergencyalert,3
emergency,pandemic,1
emergencyalert,dignitydrive,3
enactbnega,mayday,1
england,coronavirus,1
englishnews,hapuscovid19,2
englishnews,kekaltenang,1
entertainment,covid_19,1
entertainment,lockdown,1
entertainment,love,1
entertainment,people,1
entertainment,perform,1
entertainment,stayhome,1
episode50,constable,1
episode50,coronawarrior,1
episode50,rajasthanpolice,1
exploits,covid_19,1
exploits,docusign,1
fcm,saas,1
fifa,aid,1
fifa,covid19,1
fifa,india,1
fifa,qatar,1
fightagainstcorona,covid_19,1
fightcovid19,myurvija,1
fightcovid19,urvija,1
fitbit,wearables,1
flattenthecurve,covid_19,1
flattenthecurve,staysafe,1
fmrainbow,goa,1
fmrainbow,quarantine,1
foamcc,foamems,1
foamed,foamcc,1
foamed,foamems,1
fontfamily,orangebusinessservices,1
forqatarstayhome,covid_19,1
forqatarstayhome,ramadankareem,1
forqatarstayhome,souqwaqif,1
forqatarstayhome,stayhome,1
forqatarstayhome,staystrongqatar,1
gajapati,odisha,1
ganga,earthday2020,1
gatesfoundation,rockefeller,1
gcc,chennai,4
gcc,chennaicorporation,3
gcri,ahmedabad,1
gcri,gujarat,1
gcri,shashankpandya,1
georgia,covid19,1
germany,secure,1
goa,quarantine,1
goc,coronavirus,1
government,trade,1
government,wildlife,1
greece,covid_19,1
gst,covid_19,1
gst,india,1
gujarat,ahmedabad,1
gujarat,coronavirus,2
gujarat,coronavirusoutbreak,1
gujarat,covid19,1
gujarat,odisha,1
gujarat,shashankpandya,1
gujarat,westbengal,1
gurugram,covid_19,1
happiness,stayhome,1
happyfriday,responsibility,1
hapuscovid19,kekaltenang,1
haryana,covid_19,1
haryana,india,1
health,ai,1
health,covid_19,1
health,fintech,1
healthcare,covid19,1
healthcare,hospitals,1
healthcareheroes,abhwc,1
help_them,covid_19,1
helpothers,avoidrumours,1
helpothers,covid19,1
himachal,covid,1
hiphopspeakz,covid_19,1
hiphopspeakz,flattenthecurve,1
hiphopspeakz,ruffryders,1
hiphopspeakz,staysafe,1
history,covid_19,1
history,orthodox,1
history,pandemic,1
hologic,covid,1
houseoflords,covid19,1
iforindia,aamirkhan,1
iforindia,covidー19,1
iforindia,iforindiaconcert,1
iforindia,kareenakapoorkhan,1
iforindiaconcert,aamirkhan,1
iforindiaconcert,covidー19,1
immunity,covid_19,1
immunity,happiness,1
immunity,india,1
india,aid,1
india,bharat,1
india,coronavirus,2
india,coronavirusinindia,1
india,covid,1
india,covid19,1
india,covid_19,3
india,covid__19,1
india,delhi,1
india,donation,1
india,entertainment,1
india,happiness,1
india,islamophobia,1
india,lockdown,3
india,lockdownextended,1
india,love,1
india,mayday2020,1
india,people,1
india,perform,1
india,qatar,1
india,song,1
india,stayhome,1
indiafightscorona,breakthechain,1
indiafightscorona,chinesevirus,1
indiafightscorona,coronavirusoutbreak,1
indiafightscorona,covid19,3
indiafightscorona,covid_19,2
indiafightscorona,covid_19india,1
indiafightscorona,healthcare,1
indiafightscorona,india,1
indiafightscorona,indiafightscoronavirus,1
indiafightscorona,lockdownextended,1
indiafightscorona,mayday2020,1
indiafightscorona,stayhomesavelives,1
indiafightscorona,wuhanvirus,1
indiafightscoronavirus,herdimmunity,1
indiafightscoronavirus,lockdowneffect,1
indiafightscoronavirus,tamilnadulockdown,1
indiafightscoronavirus,virudhunagar,1
indiafightscovid19,coronafighters,1
indians,covid_19,1
indiaunderlockdown,srikantegowda,1
insnetajisubhas,covid19,1
internationalhospitalityday,iihmwebinar,1
internetresearch,virtualassistant,1
inthistogether,covid19,1
inthistogether,drones,1
iokashmir,india,1
iraq,25_april,1
iraq,kimjongundead,1
iraq,north_korea,1
iraq,عهد_الانهيار,1
islamophobic,covid,1
islamophobic,india,1
isolatedbuttogether,covid_19,1
israel,covid19,2
italy,covid19,1
italy,malaysia,1
italy,publichealth,1
j,4ginternet,1
jaipur,ajmer,1
jairamthakur,covid19,1
jairamthakur,pandemic,1
jairamthakur,ppes,1
jodhpur,ajmer,1
jodhpur,jaipur,2
jodhpur,nagaur,1
jypentertainment,twice,1
kam,avida,1
kam,swachhbharat,1
kamalhaasan,covid_19,1
kamalhaasan,makkalneedhimaiam,1
kamavida,avida,1
kamavida,kam,1
kamavida,swachhbharat,1
kannangopinathan,covid19,1
karakexpressnews,coronainpakistan,1
karakexpressnews,stayathomesavelives,1
karakexpressnews,stayhome,1
karnataka,covid,1
karnataka,donation,1
karnataka,india,1
karuna,covid,1
karuna,covid__19,1
karuna,sundayvibes,1
kenya,innovation,1
kenya,safehands,1
kerala,covid19,1
kerala,covid19kerala,1
kerala,covid_19,1
kerala,telugu,1
kids,lockdown,1
kilpauk,rggh,1
kilpauk,stanley,1
kimjongun,coronavirusinindia,1
kimjongun,covidー19,1
kimjongundead,25_april,1
kimjongundead,covid_19,1
kimjongundead,covidー19,1
kimjongundead,north_korea,1
kimjongundead,عهد_الانهيار,1
kimjungun,covid_19,1
kimjungun,covidー19,1
kimjungun,kimjongundead,1
kuwait,facemasks,1
labourday,covid_19,1
labourday,lockdown3,1
laxxmibomb,ajaydevgn,1
laxxmibomb,singham,1
learning,backtoschool,1
learning,covid,1
learning,elearning,1
learning,students,1
learning,sundaythoughts,1
learning,teachers,1
lebanonneeds,donate,1
liquor,covid_19,1
liquor,liquorshops,1
live_streamed,government,1
live_streamed,talkshow,1
live_streamed,trade,1
live_streamed,wildlife,1
lka,coronavirus,1
lka,coronavirusoutbreak,1
lka,covid,1
lka,covid19,2
lka,covid19sl,3
lka,covid_19,2
lka,news,1
lka,news1st,1
lka,slnavy,1
lka,srilanka,5
lka,themorning,1
lka,update,1
lms,elearning,1
lms,learning,1
loc,arabs,1
loc,coronavirus,1
loc,muslims,1
loc,uae,1
lockdown,anti_caa_nrc,1
lockdown,athens,1
lockdown,bharat,1
lockdown,coronavirus,2
lockdown,covid,2
lockdown,covid19,2
lockdown,covid_19,13
lockdown,covid_19india,1
lockdown,covid__19,1
lockdown,delhi,1
lockdown,digitalmarketing,1
lockdown,eachonereachone,1
lockdown,greece,1
lockdown,labourday,1
lockdown,lockdown3,1
lockdown,lockdownextension,1
lockdown,lockdownhustle,2
lockdown,lockdownindia,1
lockdown,loeycon,1
lockdown,mayday,1
lockdown,noto12hrs,1
lockdown,order66,1
lockdown,redzones,1
lockdown,testing,1
lockdown2,covid_19,1
lockdown2,modigovernment,1
lockdown21,socialdistancing,1
lockdown3,corona,1
lockdown3,covid__19,2
lockdown3,india,1
lockdown3,indiafightscorona,1
lockdown3,lockdownextended,1
lockdown3,lockdownindia,1
lockdown3,mayday2020,1
lockdowneffect,herdimmunity,1
lockdowneffect,tamilnadulockdown,1
lockdowneffect,virudhunagar,1
lockdownextended,covid_19,1
lockdownextended,mayday2020,1
lockdownextension,covid,1
lockdownextension,covid_19,3
lockdownextension,lockdownwithoutplan,1
lockdownextension,loeycon,1
lockdownextension,mayday,1
lockdownextension,noto12hrs,1
lockdownextension,order66,1
lockdownextension,redzones,1
lockdownextension,رمضان_مبارك,1
lockdownextention,india,1
lockdownextention,indiafightscorona,2
lockdownextention,indiafightscoronavirus,1
lockdownextention,lockdown3,1
lockdownextention,lockdownextended,1
lockdownextention,mayday,1
lockdownextention,mayday2020,1
lockdownhustle,coronavirus,1
lockdownhustle,covid_19,1
lockdownhustle,lockdownindia,1
lockdownindia,corona,1
lockdownindia,coronavirus,1
lockdownindia,covid2019,1
lockdownindia,covid_19,2
lockdownindia,covid__19,2
lockdownindia,stayhome,1
lockdownwithoutplan,covid_19,1
loeycon,mayday,1
loeycon,noto12hrs,1
love,covid_19,1
love,lockdown,1
love,people,1
love,stayhome,1
ltgenykjoshi,armycdrnc,1
ltgenykjoshi,northerncomd,1
madhubani,covid_19,2
maggi,milo,1
maharashtra,mumbai,1
maharashtra,pune,1
makkalneedhimaiam,covid_19,1
malaysia,covid19,1
malaysia,publichealth,1
malaysia,socialprotection,1
mannat,covid_19,1
mannat,prashantsawant,1
manufacturing,disruption,1
manufacturing,media,1
maulanasaad,tablighijamaat,1
mayday,indiafightscorona,1
mayday,indiafightscoronavirus,1
mayday,noto12hrs,1
mco,phase4,1
mco,stayathome,1
medical,nepal,1
metro,coronainpakistan,1
metro,covid_19,1
migrant,coronavirus,1
migrant,coronavirusoutbreak,1
migrant,covid19,1
migrant,gujarat,1
migrant,surat,1
migrants,covid19,1
mobility,coronavirus,1
mobility,lockdownindia,1
mobility,selfdiscipline,1
modi,bjp,1
modi,coronavirus,1
modigovernment,covid_19,1
modisaysindiafirst,covid__19,1
modisaysindiafirst,lockdown,1
moditheworldleader,covid__19,1
moditheworldleader,lockdown,1
moditheworldleader,modisaysindiafirst,1
modivideomessage,covid_19,1
mondaymotivation,corona,1
mondaymotivation,covid,1
mondaymotivation,covid_19,1
mondaymotivation,covidsafe,1
mondaymotivation,lockdown,1
mondaymotivation,lockdownhustle,1
mondaythoughts,india,1
morocco,covid19,1
morocco,drones,1
motivation,motivationalquotes,1
motivational,aaj_tak,1
motivational,pmmodi,1
motivational,pmonabp,1
motivational,song,1
motivational,zeenews,1
mtvnews,taylorswift,1
mumbai,cricket,1
mumbai,pune,1
mumbai,wankhede,1
muslims,coronavirus,1
muslims,india,1
muslims,islamophobia,1
mypiece,covid19,1
mythbusters,corona,1
myurvija,urvija,1
nagaland,covid19,1
nagaland,covidー19,1
nagaland,indiafightscorona,1
nagaur,ajmer,1
nagaur,jaipur,1
namo,covid__19,1
namo,lockdown,1
namo,modisaysindiafirst,1
namo,moditheworldleader,1
nashik,covid_19,1
nashik,nashikpolice,1
national,covidー19,1
national,indiafightscorona,1
navimumbai,covid_19,1
navimumbai,police,1
navimumbaipolice,covid_19,1
navimumbaipolice,navimumbai,1
navimumbaipolice,police,1
news,covid19sl,1
news,themorning,1
newsalert,coronavirus,1
newsalert,uae,1
nifty,sensex,1
nmfactchecker,covid19,1
noexam,covid_19,1
noexam,noexams,1
noexam,saynotoboardexams,1
noexams,covid_19,1
north_korea,25_april,1
north_korea,عهد_الانهيار,1
noto12hrs,enactbnega,1
noto12hrs,mayday,1
nstnation,coronavirus,1
nstnation,covid19,1
nstnation,mco,1
nstnation,phase4,1
nstnation,stayathome,1
nurses,covid,1
nurses,paramedics,1
nurses,ppe,1
odisha,covid19,1
odisha,covid_19,1
oic,covid,1
oic,india,1
oic,islamophobic,1
oiccountriescombatcovid19,coronavirus,1
oiccountriescombatcovid19,covid19,1
oiccountriescombatcovid19,covid__19,1
oiccountriescombatcovid19,covidー19,1
oiccountriescombatcovid19,eatsafestaysafe,1
oilcrash,wti,1
oilprices,oilcrash,1
oilprices,wti,1
oott,oilcrash,1
oott,oilprices,1
oott,wti,1
order66,loeycon,1
order66,mayday,1
order66,noto12hrs,1
oxford,humans,1
oxford,vaccine,1
pakistan,balochistan,1
pakistan,torkham,1
pakistan,trade,1
pakistani,covid19,1
pakistani,tablighijamaat,1
pakistanvsthugs,pakistanvscorona,1
pakistanzindabad,pakistanfightscorona,1
pandemic,covid_19,1
pandemic,orthodox,1
pandemic,ppes,1
paramedics,covid,1
paramedics,ppe,1
people,covid_19,1
people,lockdown,1
people,stayhome,1
perform,covid_19,1
perform,lockdown,1
perform,love,1
perform,people,1
perform,stayhome,1
phase4,stayathome,1
photography,photooftheday,1
photography,photosofmylife,1
photooftheday,photosofmylife,1
plasma,covid__19,1
plasma,delhi,1
plasmatherapy,corona,2
plasmatherapy,coronavirustruth,1
plasmatherapy,covid_19,2
pmcaresfund,pmcarefund,1
pmcaresfunds,corona,1
pmcaresfunds,covid_19,1
pmcaresfunds,indiafightscorona,1
pmcaresfunds,mondaymotivation,1
pmimrankhan,covid_19,1
pmonabp,pmmodi,1
police,covid_19,1
polio,covid_19,1
poor_people,local,1
populationpolicy,indiafightscoronavirus,1
postcovid19,indiafightscoronavirus,1
postcovid19,populationpolicy,1
poverty,local,1
poverty,poor_people,1
pradhanmantrigaribkalyanyojana,trans,1
pubg,covid_19,1
pubg,pubgmobile,1
pubg,smazvlogs,1
pubgmobile,smazvlogs,1
publichealth,covid19,1
punjab,bsf,1
punjab,covid,1
punjab,covid19,1
punjab,doctors,1
punjab,nurses,1
punjab,paramedics,1
punjab,ppe,1
qatar,aid,1
qatar,covid19,1
qatar,covid_19,1
qatarday,news,1
qatarliving,covid_19,1
qatarliving,qatar,1
quarantine,covid_19,1
quarantine,covid__19,1
quarantine,goalpara,1
quarantine,lockdownextension,1
quarantine,stayhome,1
quarantine,staysafe,1
quarantine,yogi,1
quarantinelife,photography,1
quarantinelife,photooftheday,1
quarantinelife,photosofmylife,1
quran,ramadan,1
rajasthan,ajmer,1
rajasthan,coronavirus,1
rajasthan,coronavirusoutbreak,1
rajasthan,coronavirusupdate,1
rajasthan,covid_19,1
rajasthan,covidー19,1
rajasthan,jaipur,2
rajasthan,jodhpur,2
rajasthan,lockdown,1
